Support Confidence Acc1 Acc2 Acc3 Acc4 Fmeasure1 Fmeasure2 TrainTime TestTime
0.5 65 0.803184431667 0.791537667699 0.820875718709 0.798606811146 0.710305343511 0.674568235693 1202.78768015 16.3389120102
0.5 70 0.871295886776 0.853199174407 0.898275099513 0.868251862148 0.729924378826 0.629394324439 1881.95210719 18.4240980148
0.5 75 0.846085802742 0.833149049093 0.869084475896 0.847162022704 0.733855916387 0.678526048285 2093.67660308 17.5900030136
0.5 80 0.869526758072 0.854636591479 0.896063688633 0.867138881071 0.724580806279 0.557882854634 1489.14445996 18.5587990284
0.5 85 0.858027421495 0.844980097302 0.881468376824 0.859367957709 0.735636430815 0.659515783022 1070.60018706 17.8552889824
0.5 90 0.823087129589 0.813209494324 0.837682441398 0.822630104673 0.736476043277 0.706047819972 1855.91729188 16.4218330383
0.5 60 0.863777089783 0.848444641014 0.890756302521 0.862220151218 0.725762773064 0.614386304018 2285.17259717 18.2569391727
1.5 65 0.831932773109 0.807902108212 0.872180451128 0.843895452918 0.690902578797 0.639808297139 62.6953139305 7.98888802528
1.5 70 0.821318000885 0.799130178387 0.856700574967 0.830229986732 0.692392099488 0.648971258049 62.3599290848 7.927120924
1.5 75 0.797877045555 0.780001474274 0.828836797877 0.808646616541 0.695521264584 0.6621554712 62.0037989616 7.86939716339
1.5 80 0.772666961521 0.755491670352 0.796550199027 0.778202860091 0.688416988417 0.66433444114 60.5388739109 7.45365905762
1.5 85 0.738611233967 0.724826772814 0.751879699248 0.735574229692 0.679487179487 0.662883087401 61.7040090561 7.222864151
1.5 90 0.644847412649 0.639466312841 0.650154798762 0.644066047472 0.639737991266 0.632927610506 59.3837039471 6.21631717682
1.5 60 0.841220698806 0.81512605042 0.888987173817 0.854764010868 0.683646583524 0.592030360531 65.3440840244 8.27481913567
2.0 65 0.793011941619 0.768981276721 0.834586466165 0.807695709863 0.664859002169 0.627830704357 31.1491229534 5.94331908226
2.0 70 0.802299867315 0.77804806133 0.842105263158 0.815096564942 0.672697666003 0.638364779874 31.1056449413 6.11603403091
2.0 75 0.762936753649 0.744213474864 0.786377708978 0.765162907268 0.670340110203 0.653447973329 31.027556181 5.71813893318
2.0 80 0.742591773552 0.727701606959 0.764705882353 0.74649122807 0.670208579299 0.657216494845 31.063947916 5.64565396309
2.0 85 0.698363555949 0.688264779596 0.710747456877 0.697958130621 0.659376934186 0.647998422402 30.9483368397 5.58618116379
2.0 90 0.597080937638 0.593984962406 0.603272888103 0.598960636886 0.612051455653 0.607751937984 30.0046839714 4.42777299881
2.0 60 0.807164971252 0.780406899602 0.854046881911 0.825659737579 0.655403027103 0.594918641165 31.8300921917 5.93750405312
3.0 65 0.742149491375 0.718045112782 0.777089783282 0.748223499926 0.632826972953 0.609199205824 12.3700609207 3.87396597862
3.0 70 0.71163202123 0.693424738316 0.733303847855 0.711226595902 0.631639945915 0.615245990269 12.5528969765 3.59803199768
3.0 75 0.701901813357 0.687675070028 0.719150818222 0.701496388029 0.640768922707 0.626228269085 12.0524809361 3.52851986885
3.0 80 0.65148164529 0.641161727849 0.66032728881 0.647773846381 0.624763506412 0.613424989891 11.9426839352 3.20303678513
3.0 85 0.5701017249 0.565162907268 0.576293675365 0.570912575557 0.586394557823 0.581664441478 11.8242931366 2.93691897392
3.0 90 0.465723131358 0.464838567006 0.470145953118 0.46881910659 0.519812946099 0.519873201658 11.497699976 2.74562597275
3.0 60 0.749668288368 0.722799646174 0.789915966387 0.756884859207 0.623334533669 0.587127158556 12.5851171017 4.02657485008
4.0 65 0.637328615657 0.623507297656 0.665192392747 0.646594427245 0.582815942319 0.56867112101 6.14870905876 2.49964499474
4.0 70 0.637770897833 0.626087277016 0.658558160106 0.644589414713 0.59967253377 0.592879256966 6.12093114853 2.38102293015
4.0 75 0.580716497125 0.575851393189 0.590888987174 0.584623323013 0.57842922774 0.570944515036 6.10687494278 2.17654895782
4.0 80 0.509066784609 0.507518796992 0.516585581601 0.514153029633 0.540388667759 0.53801975649 5.93289399147 2.07395482063
4.0 85 0.476780185759 0.476116762494 0.482972136223 0.481866430783 0.521718146718 0.517852920312 5.91746282578 1.99958586693
4.0 90 0.424590888987 0.424369747899 0.428571428571 0.428350287483 0.485260770975 0.48563577317 5.77657485008 1.92482495308
4.0 60 0.671384343211 0.653435058234 0.71384343211 0.68966533982 0.581267738884 0.559505925555 6.28121304512 2.72327399254
3.5 65 0.701459531181 0.683252248268 0.738611233967 0.714698510983 0.610570501813 0.590885816692 8.84421110153 3.29193305969
3.5 70 0.662096417514 0.648606811146 0.684210526316 0.667919799499 0.608361947081 0.596365013253 8.55895400047 3.01276803017
3.5 75 0.642636001769 0.635338345865 0.65590446705 0.645562435501 0.613433146184 0.6 8.65286898613 2.81351780891
3.5 80 0.556390977444 0.552852720035 0.564352056612 0.559708093764 0.567512918445 0.560506771516 8.41564893723 2.56416010857
3.5 85 0.491375497567 0.490269792127 0.498009730208 0.496461742592 0.532759445242 0.532767562471 8.35726284981 2.4295399189
3.5 90 0.469261388766 0.468597965502 0.47545333923 0.47434763379 0.520313264807 0.517398608111 8.29499292374 2.35404920578
3.5 60 0.710305174701 0.687564499484 0.758071649713 0.726529559192 0.596715328467 0.567558954748 8.85211801529 3.36914896965
1.0 65 0.879256965944 0.857327141383 0.915966386555 0.882259746004 0.70828289815 0.560916179337 200.725265026 11.7189831734
1.0 70 0.865988500663 0.846601798614 0.899601946042 0.870336555675 0.713148115378 0.614580467675 202.128635168 11.2598078251
1.0 75 0.853604599735 0.836429308566 0.880141530296 0.854260651629 0.716326161634 0.652331920048 197.842206001 10.7232711315
1.0 80 0.819991154356 0.806501547988 0.842105263158 0.824517175291 0.719062913282 0.686248331108 206.517397881 10.6128149033
1.0 85 0.784608580274 0.773404098481 0.804953560372 0.790306648975 0.708513142409 0.687432481095 192.732843876 9.94829106331
1.0 90 0.729323308271 0.721067374318 0.738611233967 0.728586171311 0.692971639951 0.686076450782 186.255784035 9.29711794853
1.0 60 0.884564352057 0.861713106295 0.927908005307 0.895012837671 0.690277313732 0.488649321032 204.638890982 12.1752130985
2.5 65 0.773109243697 0.747678018576 0.8062804069 0.778003833112 0.653076083 0.619673181673 19.2336499691 4.87787008286
2.5 70 0.745687748784 0.72342621259 0.775762936754 0.747530591184 0.643768768769 0.626356589147 18.9882009029 4.67055106163
2.5 75 0.725342768686 0.710157747309 0.745687748784 0.72526905499 0.652114597544 0.636297109404 18.9356451035 4.41777896881
2.5 80 0.700132684653 0.6881910659 0.718708536046 0.701909184727 0.647426841574 0.636728454042 19.0017311573 4.24948191643
2.5 85 0.627156125608 0.620595606664 0.634232640425 0.626448474126 0.620165145589 0.613305174234 18.6064810753 3.73617100716
2.5 90 0.540911101283 0.538478549314 0.545776205219 0.542901371075 0.574507966261 0.571098799631 18.4453709126 3.4499669075
2.5 60 0.764705882353 0.737210673743 0.804953560372 0.776227333038 0.635268739889 0.585476550681 19.5506198406 4.84045386314
